date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	09:36:30	2355	3.0.6.0	0	13678	1	13678	1	13678	1	13678	0	13678	0	13678	0	13678	1	13678	0	13678	0	14122	0	14122	0	14122	1	14122	1	14122	0	14122	0	14122	0	14122	0	14122	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	16:07:05	1507	3.0.6.0	0	66234	1	66234	0	66234	0	66234	0	66234	0	66234	0	66234	0	66234	1	66234	1	24583	1	24583	1	24583	0	24583	1	24583	1	24583	0	24583	1	24583	0	24583	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	10:01:42	2282	3.0.6.0	1	53060	1	53060	0	53060	0	53060	0	53060	0	53060	0	53060	0	53060	1	53060	0	28383	1	28383	1	28383	0	28383	1	28383	1	28383	1	28383	1	28383	0	28383	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	11:33:50	1095	3.0.6.0	0	25073	1	25073	0	25073	0	25073	1	25073	1	25073	1	25073	1	25073	0	25073	1	20470	1	20470	0	20470	1	20470	0	20470	1	20470	0	20470	0	20470	1	20470	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	10:43:15	2381	3.0.6.0	1	21727	0	21727	0	21727	0	21727	1	21727	1	21727	1	21727	0	21727	1	21727	0	20948	1	20948	1	20948	0	20948	1	20948	0	20948	1	20948	1	20948	0	20948	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	13:37:21	1216	3.0.6.0	1	17507	0	17507	1	17507	0	17507	0	17507	1	17507	1	17507	0	17507	1	17507	0	20132	1	20132	1	20132	0	20132	1	20132	0	20132	0	20132	0	20132	0	20132	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	13:37:39	2646	3.0.6.0	1	9578	0	9578	0	9578	0	9578	1	9578	1	9578	1	9578	0	9578	1	9578	0	13955	1	13955	1	13955	0	13955	0	13955	0	13955	1	13955	1	13955	0	13955	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	13:22:19	2618	3.0.6.0	1	21846	1	21846	0	21846	0	21846	1	21846	1	21846	1	21846	0	21846	1	21846	0	16562	1	16562	1	16562	0	16562	0	16562	0	16562	1	16562	1	16562	0	16562	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	10:15:04	2320	3.0.6.0	1	18958	0	18958	0	18958	0	18958	0	18958	0	18958	0	18958	1	18958	0	18958	0	14286	1	14286	0	14286	1	14286	1	14286	1	14286	0	14286	0	14286	0	14286	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	06:20:27	329	3.0.6.0	1	20536	0	20536	0	20536	0	20536	0	20536	0	20536	1	20536	0	20536	1	20536	1	14230	1	14230	1	14230	0	14230	1	14230	1	14230	0	14230	1	14230	0	14230	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	12:06:55	1406	3.0.6.0	1	28593	0	28593	0	28593	0	28593	0	28593	1	28593	1	28593	0	28593	1	28593	0	14848	1	14848	1	14848	0	14848	1	14848	0	14848	1	14848	1	14848	0	14848	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	12:36:56	1104	3.0.6.0	1	12670	0	12670	0	12670	0	12670	1	12670	1	12670	1	12670	0	12670	1	12670	0	17719	1	17719	1	17719	0	17719	0	17719	0	17719	1	17719	1	17719	0	17719	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	09:43:22	1112	3.0.6.0	1	27321	0	27321	1	27321	0	27321	1	27321	1	27321	1	27321	0	27321	1	27321	1	23109	1	23109	1	23109	0	23109	1	23109	1	23109	1	23109	1	23109	1	23109	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	11:11:27	2711	3.0.6.0	0	19783	1	19783	1	19783	0	19783	0	19783	0	19783	0	19783	0	19783	0	19783	0	19889	0	19889	1	19889	0	19889	1	19889	1	19889	0	19889	1	19889	0	19889	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	01:17:30	214	3.0.6.0	0	17683	1	17683	1	17683	1	17683	0	17683	0	17683	0	17683	1	17683	0	17683	1	26488	0	26488	0	26488	1	26488	0	26488	1	26488	0	26488	0	26488	1	26488	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	11:02:07	1038	3.0.6.0	0	23050	0	23050	1	23050	1	23050	0	23050	0	23050	0	23050	0	23050	1	23050	1	22985	1	22985	1	22985	0	22985	1	22985	1	22985	0	22985	1	22985	0	22985	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	12:50:42	2667	3.0.6.0	1	14832	0	14832	0	14832	0	14832	0	14832	1	14832	0	14832	0	14832	1	14832	0	16007	1	16007	1	16007	0	16007	1	16007	1	16007	1	16007	1	16007	0	16007	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	13:33:02	2640	3.0.6.0	1	14195	0	14195	0	14195	0	14195	1	14195	1	14195	1	14195	0	14195	1	14195	0	20466	1	20466	1	20466	0	20466	1	20466	0	20466	0	20466	1	20466	0	20466	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	00:27:40	137	3.0.6.0	0	42919	1	42919	1	42919	1	42919	0	42919	0	42919	1	42919	1	42919	0	42919	1	32693	1	32693	0	32693	1	32693	0	32693	1	32693	0	32693	0	32693	1	32693	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	06:32:26	411	3.0.6.0	1	45633	0	45633	1	45633	1	45633	0	45633	0	45633	0	45633	0	45633	1	45633	0	30024	1	30024	1	30024	0	30024	1	30024	0	30024	1	30024	1	30024	0	30024	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	06:40:18	421	3.0.6.0	1	12133	0	12133	0	12133	0	12133	1	12133	1	12133	1	12133	0	12133	1	12133	0	16554	1	16554	1	16554	0	16554	1	16554	0	16554	1	16554	1	16554	0	16554	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	06:25:19	397	3.0.6.0	0	18050	0	18050	0	18050	0	18050	1	18050	1	18050	1	18050	0	18050	1	18050	0	43772	1	43772	1	43772	0	43772	0	43772	1	43772	1	43772	1	43772	0	43772	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	08:37:22	694	3.0.6.0	1	18612	0	18612	0	18612	0	18612	1	18612	1	18612	1	18612	0	18612	1	18612	0	27300	0	27300	1	27300	0	27300	1	27300	1	27300	1	27300	1	27300	0	27300	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	08:36:34	692	3.0.6.0	1	2072	0	2072	0	2072	0	2072	1	2072	1	2072	1	2072	0	2072	1	2072	0	19510	1	19510	1	19510	0	19510	0	19510	0	19510	1	19510	1	19510	0	19510	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062813	13:55:26	2901	3.0.6.0	0	25103	1	25103	0	25103	1	25103	0	25103	0	25103	0	25103	1	25103	1	25103	1	23989	1	23989	0	23989	1	23989	1	23989	1	23989	0	23989	0	23989	1	23989	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	19:11:20	1767	3.0.6.0	1	76856	1	76856	1	76856	0	76856	0	76856	1	76856	1	76856	1	76856	0	76856	0	60715	1	60715	1	60715	0	60715	1	60715	1	60715	0	60715	0	60715	0	60715	
date	time	subject	build	generous_response	generous_latency	shrewd_response	shrewd_latency	unhappy_response	unhappy_latency	irritable_response	irritable_latency	humorous_response	humorous_latency	sociable_response	sociable_latency	popular_response	popular_latency	unreliable_response	unreliable_latency	important_response	important_latency	ruthless_response	ruthless_latency	goodlooking_response	goodlooking_latency	persistent_response	persistent_latency	frivolous_response	frivolous_latency	restrained_response	restrained_latency	selfcentered_response	selfcentered_latency	imaginative_response	imaginative_latency	strong_response	strong_latency	dishonest_response	dishonest_latency	
062713	23:34:48	2006	3.0.6.0	0	36210	1	36210	0	36210	1	36210	0	36210	1	36210	0	36210	1	36210	1	36210	1	34017	1	34017	1	34017	0	34017	0	34017	1	34017	1	34017	1	34017	1	34017	
