date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	15:51:23	65	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	6	0	2322	0	11	good-looking	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	15:51:23	65	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	15	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	11:14:23	49	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	2101	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	11:14:23	49	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	7	0	2284	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	6	0	1544	0	6	sociable	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	4	0	1542	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	7	0	1233	0	15	altruistic	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	7	0	1037	0	1	generous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	5	0	1577	0	14	restrained	40pct	50pct	31	1	How POSITIVE is someone who is:	30pct	50pct	31	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	7	0	1254	0	4	good-natured	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	7	0	1133	0	2	wise	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	7	0	1050	0	8	reliable	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	4	0	1504	0	12	persistent	40pct	50pct	34	1	How POSITIVE is someone who is:	30pct	50pct	34	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	4	0	1255	0	7	popular	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	4	0	1501	0	9	important	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	4	0	1060	0	17	strong	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	5	0	1114	0	3	happy	40pct	50pct	31	1	How POSITIVE is someone who is:	30pct	50pct	31	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	6	0	1843	0	11	good-looking	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	7	0	1953	0	5	humorous	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	7	0	1653	0	10	humane	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	7	0	1828	0	18	honest	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	11:14:23	49	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	08:59:44	36	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	2443	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	08:59:44	36	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	6	0	8208	0	6	sociable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	5	0	1897	0	5	humorous	40pct	50pct	34	1	How POSITIVE is someone who is:	30pct	50pct	34	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	6	0	1369	0	11	good-looking	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	5	0	863	0	1	generous	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	4	0	1700	0	15	altruistic	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	4	0	1478	0	12	persistent	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	6	0	1362	0	18	honest	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	5	0	974	0	7	popular	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	6	0	1509	0	3	happy	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	4	0	2129	0	14	restrained	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	4	0	1316	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	5	0	999	0	4	good-natured	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	4	0	958	0	10	humane	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	6	0	1468	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	6	0	1357	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	5	0	1355	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	5	0	1706	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:59:44	36	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	7	0	1486	0	2	wise	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	09:01:02	37	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	837	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	09:01:02	37	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	6	0	920	0	10	humane	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	5	0	760	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	6	0	454	0	14	restrained	40pct	50pct	17	1	How POSITIVE is someone who is:	30pct	50pct	17	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	5	0	569	0	5	humorous	40pct	50pct	17	1	How POSITIVE is someone who is:	30pct	50pct	17	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	5	0	1663	0	1	generous	40pct	50pct	17	1	How POSITIVE is someone who is:	30pct	50pct	17	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	4	0	1367	0	12	persistent	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	6	0	1133	0	3	happy	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	5	0	775	0	4	good-natured	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	4	0	635	0	16	imaginative	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	6	0	824	0	6	sociable	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	5	0	667	0	2	wise	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	4	0	463	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	7	0	811	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	6	0	1119	0	18	honest	40pct	50pct	17	1	How POSITIVE is someone who is:	30pct	50pct	17	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	5	0	874	0	11	good-looking	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	4	0	1030	0	15	altruistic	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	4	0	1290	0	7	popular	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	4	0	1132	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	09:01:02	37	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	33	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	12:15:46	54	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	80607	0	1	IF_pretest.jpg	50pct	50pct	116	1	consent.jpg	75	70	116	1	no_consent.jpg	75	30	116
070913	12:15:46	54	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	5	0	2845	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	2977	0	16	imaginative	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	4	0	2073	0	7	popular	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	6	0	1954	0	6	sociable	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	7	0	1968	0	8	reliable	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	7	0	1211	0	4	good-natured	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	6	0	1518	0	17	strong	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	4	0	1862	0	9	important	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	6	0	1833	0	5	humorous	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	6	0	1245	0	10	humane	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	6	0	7204	0	2	wise	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	6	0	1742	0	15	altruistic	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	7	0	1968	0	3	happy	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	5	0	1321	0	11	good-looking	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	7	0	3036	0	18	honest	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	5	0	2033	0	14	restrained	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	7	0	3183	0	1	generous	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	3	0	6566	0	12	persistent	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:15:46	54	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	14:54:38	57	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	1704	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	14:54:38	57	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	7	0	9138	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	1829	0	1	generous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	6	0	1819	0	12	persistent	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	5	0	1840	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	7	0	2565	0	10	humane	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	4	0	1966	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	3	0	1854	0	7	popular	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	5	0	1763	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	7	0	1659	0	2	wise	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	7	0	1063	0	4	good-natured	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	6	0	1852	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	5	0	1631	0	5	humorous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	5	0	1661	0	15	altruistic	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	7	0	1465	0	18	honest	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	6	0	1438	0	6	sociable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	7	0	1379	0	3	happy	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	3	0	1690	0	14	restrained	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	3	0	1525	0	11	good-looking	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:54:38	57	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	15:28:21	2	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	1171	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	15:28:21	2	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	4	0	1307	0	18	honest	40pct	50pct	33	1	How POSITIVE is someone who is:	30pct	50pct	33	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	4	0	54	0	14	restrained	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
